label,text,len,len_no_spaces,n_words,n_special_chars,n_capital_letters,explicit
1,eerie nokia tones 4u rply tone title to 8007 eg tone dracula to 8007 titles ghost addamsfa munsters exorcist twilight [entity],132,112,21,8,66,0
1,0anetworks allow companies to bill for sms so they are responsible for their suppliers,91,78,14,5,12,0
1,freemsgfeelin kinda lnly hope u like 2 keep me company jst got a cam moby wanna c my pictxt or reply date to[entity] msg150p 2rcv hlp[entity] stop to[entity],160,133,28,9,29,0
1,for ur chance to win a 250 cash every wk txt action to[entity] tscs [entity],83,69,15,9,24,0
1,rgent this is the 2nd attempt to contact uu have won 1250 call[entity] b[entity] tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max7 50,144,125,20,10,37,0
1,hi if ur lookin 4 saucy daytime fun wiv [explicit] married woman am free all next week chat now 2 sort time[entity] janinexx calls1minmobsmorelkpobox177hp51fl,161,138,24,5,28,1
1,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call[entity] from land line claim a21 valid 12hrs only,154,128,27,7,29,0
1,monthly password for wap mobsicom is[entity] use your wap phone not pc,74,63,12,6,10,0
1,todays vodafone numbers ending with 0089my last four digits are selected to received a 350 award if your number matches please call[entity] to claim your 350 award,170,144,27,5,7,0
1,free top ringtone sub to weekly ringtoneget 1st week freesend subpoly to[entity]3 per weekstop sms[entity],113,99,15,11,21,0
1,free msg sorry a service you ordered from[entity] could not be delivered as you do not have sufficient credit please top up to receive the service,150,125,26,6,9,0
1,hard live 121 chat just 60pmin choose your girl and connect live call[entity] now cheap chat uks biggest live service vu bcm1896wc1n3xx,141,120,22,8,31,0
1,wow the boys r back take that 2007 uk tour win vip tickets prebook with vip club txt club to[entity] trackmarque ltd infovipclub4u,140,117,24,11,40,0
1,hi this is mandy sullivan calling from hotmix fmyou are chosen to receive [entity] in our easter prize drawplease telephone[entity] to claim before 290305 or your prize will be transferred to someone else,221,189,33,19,26,0
1,ur going 2 bahamas callfreefone[entity] and speak to a live operator to claim either bahamas cruise of2000 cash 18only to opt out txt x to[entity],151,127,25,7,42,0
1,someone has conacted our dating service and entered your phone because they fancy youto find out who it is call from landline[entity] pobox12n146tf15,151,129,23,4,10,0
1,hi[entity] ibh customer loyalty offer the new nokia6600 mobile from only 10 at txtauctiontxt wordstart to no[entity] get yours now4t,142,122,21,11,53,0
1,sms auction you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to[entity] now hgsuite3422lands roww1jhl 16,164,136,29,9,34,0
1,call freephone[entity] now,27,25,3,3,16,0
1,buy space invaders 4 a chance 2 win orig arcade game console press 0 for games arcade std wap charge see o2coukgames 4 terms settings no purchase,154,127,28,8,14,0
1,big brother alert the computer has selected u for 10k cash or 150 voucher call[entity] ntt po box cro[entity] bt landline cost 150ppm mobiles vary,151,127,25,9,42,0
1,win we have a winner mr t foley won an ipod more exciting prizes soon so keep an eye on ur mobile or visit [entity],121,97,25,8,15,0
1,todays voda numbers ending 1225 are selected to receive a 50award if you have a match please call[entity] quoting claim code 3100 standard rates app,152,127,25,3,9,0
1,hottest pics straight to your phone see me getting wet and wanting just for you [explicit] text pics to[entity] now txt costs 150p textoperator g696ga 18 [explicit],168,142,27,10,15,2
1,hack chat get backdoor entry into 121 chat rooms at a fraction of the cost reply neo69 or call[entity] to subscribe 25p pm dps bcm box 8027 ldn wc1n3xx,157,129,29,8,18,0
1,free nokia or motorola with upto 12mths 12price linerental 500 free xnet mins100txtmth free btooth call mobileupd8 on[entity] or call 2optoutd3wv,154,134,21,11,31,0
1,this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call[entity] now only 10p per min btnationalrate,150,121,29,9,15,0
1,you have won a guaranteed 1000 cash or a 2000 prizeto claim yr prize call our customer service representative on,117,98,20,1,5,0
1,would you like to see my [explicit] pics they are so hot they were nearly banned in the uk,91,73,19,3,1,1
1,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on[entity],128,106,23,5,11,0
1,dear 0776xxxxxxx uve been invited to xchat this is our final attempt to contact u txt chat to[entity]pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs,153,133,20,10,32,0
1,urgent please call[entity] from landline your abta complimentary 4 tenerife holiday or 5000 cash await collection sae tcs box 326 cw25wx 150ppm,149,128,22,6,25,0
1,call[entity] listen to extreme dirty live chat going on in the office right now total privacy no one knows your [sic] listening 60p min 247mp[entity],153,128,26,9,111,0
1,freemsg hey u i just got 1 of these videopic fones reply wild to this txt ill send u my pics hurry up im so bored at work [explicit] [entity]prcvd stop2stop,165,134,32,12,20,1
1,free entry in 2 a weekly comp for a chance to win an ipod txt pod to[entity] to get entry std txt rate tcs apply[entity] for details 18,141,114,28,10,19,0
1,new textbuddy chat 2 [explicit] guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddycom txt one name to[entity] rpl stop 2 cnl,152,125,28,6,26,1
1,call from[entity] tells u 2 call[entity] to claim 5000 prize u have 2 enter all ur mobile personal details the prompts careful,137,113,25,10,15,0
1,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or 250 cash every wk txt vpod to[entity] tscs [entity],115,93,23,6,30,0
1,more people are [explicit] in your area now call[entity] and join like minded guys why not arrange 1 yourself theres 1 this evening a150 minapn ls278bb,159,134,26,10,18,1
1,well done your 4 costa del sol holiday or 5000 await collection call[entity] now toclaim sae tcs pobox334 stockport sk38xh cost150pm max10mins,158,137,22,14,35,0
1,guess what somebody you know secretly fancies you wanna find out who it is give us a call on[entity] from landline datebox1282essexcm61xn 150pmin 18,152,129,24,6,21,0
1,it to[entity] your 500 free text messages are valid until 31 december 2005,76,64,13,4,8,0
1,you have won a guaranteed 200 award or even 1000 cashto claim ur award call free on[entity] 2 stop getstop on[entity] php,127,106,22,6,18,0
1,reply to win 100 weekly where will the 2006 fifa world cup be held send stop to[entity] to end service,106,87,20,4,19,0
1,urgent please call[entity] from landline your abta complimentary 4 tenerife holiday or 5000 cash await collection sae tcs box 326 cw25wx 150 ppm,149,127,23,7,25,0
1,free tones hope you enjoyed your new content text stop to[entity] to unsubscribe help[entity]p provided by tones2youcouk,125,109,17,9,15,0
1,themobyo yo yohere comes a new selection of hot downloads for our members to get for free just click open the next link sent to ur fone,143,116,28,7,9,0
1,great news call freefone[entity] to claim your guaranteed 1000 cash or 2000 gift speak to a live operator now,116,98,19,5,25,0
1,u can win 100 of music gift vouchers every week starting now txt the word draw to[entity] tscs [entity],105,87,19,4,29,0
1,call[entity] to use ur mins calls cast 10pmin mob vary service provided by aom just gbp5month aom box61m60 1er until u stop ages 18 only,148,124,25,14,23,0
1,urgent your mobile no won a 2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call[entity] asap box97n7qp 150ppm,155,131,25,21,35,0
1,eerie nokia tones 4u rply tone title to 8007 eg tone dracula to 8007 titles ghost addamsfa munsters exorcist twilight [entity],132,112,21,8,66,0
1,[explicit] singles are waiting for you text your age followed by your gender as wither m or f eg23f for gay men text your age followed by a g eg23g,155,126,30,10,22,1
1,freemsg claim ur 250 sms messagestext ok to[entity] nowuse web2mobile 2 ur mates etc join txt250com for 150pwk tc box139 la32wu 16 remove txtx or stop,163,137,27,14,29,0
1,[entity] freeringtonereply real,33,31,3,4,16,0
1,well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to[entity] now optout txt eng stop box[entity] w111wx 150,161,135,27,10,44,0
1,final chance claim ur 150 worth of discount vouchers today text yes to[entity] now savamob member offers mobile t cs savamob pobox84 m263uz 300 subs 16,163,138,26,10,28,0
1,sms services for your inclusive text credits pls goto [entity],64,55,10,4,17,0
1,you are a winner you have been specially selected to receive 1000 cash or a 2000 award speak to a live operator to claim call[entity]am7pm cost 10p,154,128,27,5,9,0
1,sunshine hols to claim ur med holiday send a stamped self address envelope to drinks on us uk po box 113 bray wicklow eire quiz starts saturday unsub stop,161,133,29,7,18,0
1,u can win 100 of music gift vouchers every week starting now txt the word draw to[entity] tscs [entity],105,87,19,4,29,0
1,your b4u voucher wc 2703 is marsms log onto [entity],55,46,10,5,16,0
1,freemsg hey im buffy 25 and love to satisfy men home alone feeling randy reply 2 c my pix qlynnbv help[entity]p a msg send stop to stop txts,148,120,29,9,22,0
1,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to[entity] get txting and tell ur mates zed pobox[entity] w45wq norm150ptone 16,151,125,27,8,30,0
1,free camera phones with linerental from 449month with 750 cross ntwk mins 12 price txt bundle deals also avble call[entity] or call2optoutj mf,148,126,23,8,14,0
1,urgent your mobile no 07xxxxxxxxx won a 2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call[entity] asap box97n7qp 150ppm,155,131,25,10,30,0
1,urgent your 4 costa del sol holiday or 5000 await collection call[entity] now toclaim sae tc s pobox334 stockport sk38xh cost150pm max10mins,157,136,22,15,33,0
1,you have won a guaranteed 1000 cash or a 2000 prize to claim yr prize call our customer service representative on[entity] between 10am7pm cost 10p,152,128,25,4,12,0
1,thanks for your ringtone order ref number k718 your mobile will be charged 450 should your tone not arrive please call customer services on[entity],153,130,24,6,10,0
1,hi ya babe x u 4goten bout me scammers getting smartthough this is a regular vodafone no if you respond you get further prem rate msgsubscription other nos used also beware,181,151,31,9,4,0
1,back 2 work 2morro half term over can u c me 2nite 4 some [explicit] passion b4 i have 2 go back chat now[entity] luv dena calls 1minmobsmorelkpobox177hp51fl,162,135,28,7,34,1
1,thanks for your ringtone order ref number r836 your mobile will be charged 450 should your tone not arrive please call customer services on[entity],153,130,24,6,10,0
1,splashmobile choose from 1000s of gr8 tones each wk this is a subscrition service with weekly tones costing 300p u have one credit kick back and enjoy,155,128,28,4,10,0
1,not heard from u4 a while call 4 rude chat private line[entity] to [explicit] wan 2c pics of me gettin shagged then text pix to[entity]end send stop 8552 sam [explicit],170,141,30,10,28,2
1,forwarded from[entity]free entry into our 250 weekly comp just send the word enter to[entity] now 18 tc [entity],118,101,18,10,33,0
1,[entity] from[entity] lost 3pound help,38,34,5,4,29,0
1,had your mobile 11mths update for free to oranges latest colour camera mobiles unlimited weekend calls call mobile upd8 on freefone[entity] or 2stoptx,155,131,25,5,18,0
1,you have 1 new message please call[entity],44,38,7,4,8,0
1,forwarded from[entity]hi this is your mailbox messaging sms alert you have 4 messages you have 21 matches please call back on[entity] to retrieve your messages and matches,178,151,28,10,22,0
1,moby pub quizwin a 100 high street prize if u know who the new duchess of cornwall will be txt her first name to[entity]unsub stop [entity] sp arrow,155,128,28,7,28,0
1,you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to[entity] now hgsuite3422lands roww1jhl 16,153,126,27,9,24,0
1,congratulations thanks to a good friend u have won the 2000 xmas prize 2 claim is easy just call[entity] now only 10p per minute btnationalrate,154,130,25,11,19,0
1,[entity] more games from thedailydraw dear helen dozens of free games with great prizeswith,98,84,15,8,16,0
1,urgent your mobile number won a 2000 bonus caller prize on 100603 this is the 2nd attempt to reach you call[entity] asap box 97n7qp 150ppm,163,138,26,24,28,0
1,double your mins txts on orange or 12 price linerental motorola and sonyericsson with btooth freenokia free call mobileupd8 on[entity] or2optouthv9d,156,134,23,8,28,0
1,download as many ringtones as u like no restrictions 1000s 2 choose u can even send 2 yr buddys txt sir to[entity] 3,122,99,23,5,10,0
1,please call[entity] immediately as there is an urgent message waiting for you,78,67,12,3,11,0
1,spook up your mob with a halloween collection of a logo pic message plus a free eerie tone txt card spook to 8007 zed[entity]p per logopic,142,116,27,5,17,0
1,fantasy football is back on your tv go to sky gamestar on sky active and play 250k dream team scoring starts on saturday so register nowsky opt out to[entity],164,136,29,6,28,0
1,tone club your subs has now expired 2 resub reply monoc 4 monos or polyc 4 polys 1 weekly 150p per week txt stop 2 stop this msg free stream[entity],152,122,31,5,26,0
1,xmas prize draws we are trying to contact u todays draw shows that you have won a 2000 prize guaranteed call[entity] from land line valid 12hrs only,154,128,27,6,26,0
1,yes the only place in town to meet exciting adult singles is now in the uk txt chat to[entity] now 150pmsg,111,91,21,7,18,0
1,someone has contacted our dating service and entered your phone becausethey fancy you to find out who it is call from a landline[entity] pobox1 w14rg 150p,157,132,26,5,13,0
1,babe u want me dont u baby im nasty and have a thing 4 filthyguys fancy a rude time with a [explicit] [explicit] how about we go slo n hard txt [explicit] slo4msgs,170,138,33,13,9,3
1,sms services for your inclusive text credits pls gotto [entity],63,54,10,2,18,0
1,valentines day special win over 1000 in our quiz and take your partner on the trip of a lifetime send go to[entity] now 150pmsg rcvd custcare[entity],157,132,26,10,21,0
1,guess who am ithis is the first time i created a web page [entity],67,54,14,3,10,0
1,for ur chance to win 250 cash every wk txt play to[entity] tscs [entity],79,66,14,9,22,0
1,sppok up ur mob with a halloween collection of nokia logopic message plus a free eerie tone txt card spook to 8007,116,95,22,2,15,0
1,urgent call[entity] from landline your complementary 4 tenerife holiday or 10000 cash await collection sae tcs po box 3 wa14 2px 150ppm 18 sender hol offer,164,139,26,9,25,0
1,winner as a valued network customer you hvae been selected to receive a 900 reward to collect call[entity] valid 24 hours only acl[entity]pm,146,124,23,8,26,0
1,u have won a nokia 6230 plus a free digital camera this is what u get when u win our free auction to take part send nokia to[entity] now pobox11414tcrw1 16,160,130,31,7,27,0
1,free entry into our 250 weekly comp just send the word win to[entity] now 18 tc [entity],92,76,17,6,24,0
1,text[entity] get more ringtones logos and games from [entity],64,56,9,7,14,0
1,freemsg you have been awarded a free mini digital camera just reply snap to collect your prize quizclub opt out stop[entity]pwk sprwm ph[entity],152,130,23,12,46,0
1,this message is brought to you by gmw ltd and is not connected to the,70,56,15,1,5,0
1,congrats 2 mobile 3g videophones r yours call[entity] now videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p,156,132,25,11,12,0
1,your next amazing [explicit] picsfree1 video will be sent to you enjoy if one vid is not enough for 2day text back the keyword picsfree1 to get the next video,160,131,30,4,18,1
1,u are subscribed to the best mobile content service in the uk for 3 per ten days until you send stop to[entity] helpline[entity],132,110,23,6,23,0
1,3 free tarot texts find out about your love life now try 3 for free text chance to[entity] only after 3 free msgs 150 each,130,106,25,8,41,0
1,join the uks [explicit] [explicit] service and u can have [explicit] 2nite just sign up and follow the instructions txt entry to[entity] now nytec2a3lpmsg150p,167,144,24,17,22,3
1,knock knock txt whose there to[entity] to enter r weekly draw 4 a 250 gift voucher 4 a store of yr choice tcs [entity],122,99,24,6,17,0
1,forwarded from[entity]hi this is your mailbox messaging sms alert you have 40 matches please call back on[entity] to retrieve your messages and matches cc100pmin,168,144,25,10,21,0
1,free ring tone just text polys to[entity] then every week get a new tone[entity]yrs only 150wk,105,90,16,13,30,0
1,urgent your mobile no 077xxx won a 2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call[entity] asap box97n7qp 150ppm,150,126,25,10,35,0
1,you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a 500 prize txt word collect to no[entity] ibhltd ldnw15h 150pmtmsgrcvd18,149,126,24,8,30,0
1,hello darling how are you today i would love to have a chat why dont you tell me what you look like and what you are in to [explicit],136,108,29,5,2,1
1,8007 free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates [entity],119,95,25,3,18,0
1,wanna get laid 2nite want real [explicit] locations sent direct to ur mobile join the uks largest [explicit] network txt park to[entity] now nyt ec2a 3lp 150msg,171,145,27,15,18,2
1,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call[entity] for delivery,126,103,24,2,6,0
1,new tones this week include 1mcflyall ab 2 sara jorgeshock 3 will smithswitch to order follow instructions on next message,136,117,20,14,14,0
1,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call[entity] from land line claim c52 valid 12hrs only,154,128,27,7,29,0
1,sports fans get the latest sports news str 2 ur mobile 1 wk free plus a free tone txt sport on to 8007 [entity],114,90,25,4,30,0
1,urgent urgent we have 800 free flights to europe to give away call b4 10th sept take a friend 4 free call now to claim on[entity] ba128nnfwfly150ppm,154,127,28,7,30,0
1,from[entity] lost 12 help,27,24,4,2,18,0
1,freemsg fancy a flirt reply date now join the uks fastest growing mobile dating service msgs rcvd just 25p to optout txt stop to[entity] reply date now,158,131,28,8,22,0
1,great new offer double mins double txt on best orange tariffs and get latest camera phones 4 free call mobileupd8 free on[entity] now or 2stoptxt tcs,156,129,28,7,41,0
1,hope you enjoyed your new content text stop to[entity] to unsubscribe help[entity]p provided by tones2youcouk,114,100,15,9,14,0
1,urgent please call[entity] from landline 5000 cash or a luxury 4 canary islands holiday await collection tcs sae award 20m12aq 150ppm 16,150,128,23,10,21,0
1,urgent please call[entity] from your landline your complimentary 4 lux costa del sol holiday or 1000 cash await collection ppm 150 sae tcs james 28 eh74rr,162,137,26,8,26,0
1,married local women looking for discreet action now 5 real matches instantly to your phone text match to[entity] msg cost 150p 2 stop txt stop bcmsfwc1n3xx,157,132,26,4,24,0
1,burger king wanna play footy at a top stadium get 2 burger king before 1st sept and go large or super with cocacola and walk out a winner,141,113,29,3,11,0
1,how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night,124,98,27,1,1,0
1,for ur chance to win a 250 cash every wk txt action to[entity] tscs [entity],83,69,15,9,24,0
1,uve bin awarded 50 to play 4 instant cash call[entity] to claim every 9th player wins min 50500 optout[entity],123,105,19,8,32,0
1,freemsgfav xmas tonesreply real,33,30,4,2,19,0
1,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on[entity],154,128,26,6,19,0
1,gr8 poly tones 4 all mobs direct 2u rply with poly title to 8007 eg poly breathe1 titles crazyin sleepingwith finest ymca getzedcouk pobox365o4w45wq 300p,160,136,25,7,62,0
1,interflora its not too late to order interflora flowers for christmas call[entity] to place your order before midnight tomorrow,133,114,20,5,20,0
1,romcapspam everyone around should be responding well to your presence since you are so warm and outgoing you are bringing in a real breath of sunshine,152,127,26,2,8,0
1,congratulations thanks to a good friend u have won the 2000 xmas prize 2 claim is easy just call[entity] now only 10p per minute btnationalrate,154,129,26,10,19,0
1,send a logo 2 ur lover 2 names joined by a heart txt love name1 name2 mobno eg love adam eve[entity] to[entity] yahoo pobox[entity]w45wq txtno 4 no ads 150p,161,132,30,10,58,0
1,youve won tkts to the euro2004 cup final or 800 cash to collect call[entity] b[entity] pobox[entity]ppm,108,93,16,9,44,0
1,freemessage jamsterget the crazy frog sound now for poly text mad1 for real text mad2 to[entity] crazy sounds for just 3 gbpweek 16only tcs apply,156,132,25,13,21,0
1,your chance to be on a reality fantasy show call now [entity] just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call,147,117,31,5,54,0
1,adult 18 content your video will be with you shortly,52,43,10,0,3,0
1,your chance to be on a reality fantasy show call now [entity] just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call,148,118,31,6,54,0
1,hey boys want hot [explicit] pics sent direct 2 ur phone txt [explicit] to[entity] 24hrs free and then just 50p per day to stop text stopbcm sf wc1n3xx,155,128,28,10,26,2
1,pdatenow double mins and 1000 txts on orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd8 on[entity] or call2optoutyhl,159,137,23,11,25,0
1,ur cashbalance is currently 500 pounds to maximize ur cashin now send cash to[entity] only 150pmsg cc[entity] po box 11414 tcrw1,137,116,22,12,28,0
1,urgent your mobile number has been awarded with a 2000 prize guaranteed call[entity] from land line claim 3030 valid 12hrs only,133,113,21,6,27,0
1,sorry u can not unsubscribe yet the mob offer package has a min term of 54 weeks pls resubmit request after expiry reply themob help 4 more info,148,121,28,4,19,0
1,you have 1 new message please call[entity],44,38,7,4,8,0
1,we currently have a message awaiting your collection to collect your message just call[entity],96,83,14,4,8,0
1,urgent your mobile was awarded a 1500 bonus caller prize on 27603 our final attempt 2 contact u call[entity],116,98,19,8,19,0
1,do you ever notice that when youre driving anyone going slower than you is an idiot and everyone driving faster than you is a maniac,135,111,25,3,1,0
1,xmas offer latest motorola sonyericsson nokia free bluetooth or dvd double mins 1000 txt on orange call mobileupd8 on[entity] or call2optout4qf2,155,132,24,10,30,0
1,reply to win 100 weekly what professional sport does tiger woods play send stop to[entity] to end service,109,92,18,4,15,0
1,no 1 polyphonic tone 4 ur mob every week just txt pt2 to[entity]st tone free so get txtin now and tell ur friends 150ptone 16 reply hl 4info,146,118,29,7,27,0
1,this message is free welcome to the new improved [explicit] [explicit] club to unsubscribe from this service reply stop msgs150p 18only,144,122,23,11,7,2
1,updatenow 12mths half price orange line rental 400minscall mobileupd8 on[entity] or call2optoutj5q,106,94,13,9,17,0
1,free unlimited [explicit] [explicit] direct 2 your mobile txt [explicit] to[entity] get free access for 24 hrs then chrgd50p per day txt stop 2exit this msg is free,168,140,29,11,26,3
1,you are now unsubscribed all services get tons of [explicit] babes or hunks straight to your phone go to [entity],115,96,20,6,8,1
1,hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsmscom text stop to stopcost 150p[entity],143,117,27,6,13,0
1,get a brand new mobile phone by being an agent of the mob plus loads more goodies for more info just text mat to[entity],123,100,24,5,14,0
1,lord of the ringsreturn of the king in store nowreply lotr by 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate reply stop to end txts,140,114,27,3,60,0
1,good luck draw takes place 28th feb 06 good luck for removal send stop to[entity] customer services[entity],110,94,17,7,23,0
1,1st wk free gr8 tones str8 2 u each wk txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys nokia150p poly200p 16,139,111,29,6,23,0
1,lookatme thanks for your purchase of a video clip from lookatme youve been charged 35p think you can do better why not send a video in a mmsto[entity],158,131,28,10,18,0
1,[explicit] [explicit] [explicit] and text me im wet and warm and ready for some [explicit] u up for some fun this msg is free recd msgs 150p inc vat 2 cancel text stop,169,137,33,10,42,4
1,this is the 2nd time we have tried to contact u u have won the 1450 prize to claim just call[entity] b[entity] tcsstop sms[entity]ppm,139,116,24,10,25,0
1,dear voucher holder to claim this weeks offer at you pc please go to [entity],79,65,15,4,12,0
1,this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call[entity] now only 10p per min btnationalrate,149,121,29,9,15,0
1,ur awarded a city break and could win a 200 summer shopping spree every wk txt store to[entity]skilgmetscs[entity]winawkage16150perwksub,146,129,18,10,37,0
1,urgent we are trying to contact u todays draw shows that you have won a 2000 prize guaranteed call[entity] from land line claim y87 valid 12hrs only,155,129,27,7,29,0
1,thanks for your ringtone order reference number x29 your mobile will be charged 450 should your tone not arrive please call customer services[entity],153,131,23,6,10,0
1,ur cashbalance is currently 500 pounds to maximize ur cashin now send collect to[entity] only 150pmsg cc[entity] po box 11414 tcrw1,140,119,22,12,31,0
1,congratulations thanks to a good friend u have won the 2000 xmas prize 2 claim is easy just call[entity] now only 10p per minute btnationalrate,153,129,25,10,19,0
1,[entity] do you want a new nokia 3510i colour phone deliveredtomorrow with 300 free minutes to any mobile 100 free texts free camcorder reply or call[entity],164,137,28,9,20,0
1,someone u know has asked our dating service 2 contact you cant guess who call[entity] now all will be revealed pobox 6 ls15hb 150p,135,111,24,6,24,0
1,camera you are awarded a sipix digital camera call[entity] fromm landline delivery within 28 days,101,86,16,5,13,0
1,todays voda numbers ending 5226 are selected to receive a 350 award if you hava a match please call[entity] quoting claim code 1131 standard rates app,153,127,26,4,9,0
1,this message is free welcome to the new improved [explicit] [explicit] club to unsubscribe from this service reply stop msgs150p 18 only,144,121,24,10,7,2
1,rct thnq adrian for u text rgds vatian,40,33,8,2,11,0
1,you are being contacted by our dating service by someone you know to find out who it is call from a land line[entity] pobox45w2tg150p,136,113,24,5,14,0
1,sorry i missed your call lets talk when you have the time im on[entity],74,61,14,5,9,0
1,complimentary 4 star ibiza holiday or 10000 cash needs your urgent collection[entity] now from landline not to lose out box434sk38wp150ppm18,146,127,20,6,30,0
1,free msgwe billed your mobile number by mistake from shortcode[entity]please call[entity] to have charges refundedthis call will be free from a bt landline,158,136,23,7,24,0
1,please call[entity] immediately as there is an urgent message waiting for you,77,66,12,2,11,0
1,urgent your mobile number has been awarded with a 2000 bonus caller prize call[entity] from land line valid 12hrs only,123,104,20,5,19,0
1,do you want a new nokia 3510i colour phone deliveredtomorrow with 300 free minutes to any mobile 100 free texts free camcorder reply or call[entity],153,127,27,5,14,0
1,life has never been this much fun and great until you came in you made it truly special for me i wont forget you enjoy one gbpsms,136,109,28,6,6,0
1,do you want a new video phone 600 anytime any network mins 400 inclusive video calls and downloads 5 per week free deltomorrow call[entity] or reply now,153,127,27,3,25,0
1,as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a 1500 bonus prize call[entity],149,123,27,5,12,0
1,welcome please reply with your age and gender to begin eg 24m,64,53,12,3,12,0
1,freemsg 1month unlimited free calls activate smartcall txt call to no[entity] subscriptn3gbpwk unlimited calls help[entity] stoptxt stop landlineonly,158,141,18,13,25,0
1,had your mobile 10 mths update to latest orange cameravideo phones for free save s with free textsweekend calls text yes for a callback orno to opt out,158,131,28,5,13,0
1,am new 2 club dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area[entity] reply promised carlie x calls1minmobsmore lkpobox177hp51fl,157,129,29,4,31,0
1,camera you are awarded a sipix digital camera call[entity] fromm landline delivery within 28 days,102,87,16,6,13,0
1,get a free mobile video player free movie to collect text go to[entity] its free extra films can be ordered ts and cs apply 18 yrs only,141,115,27,8,20,0
1,save money on wedding lingerie at [entity],42,36,7,2,7,0
1,not heard from u4 a while call me now am here all night with just my knickers on make me beg for it like u did last time[entity] [explicit] luv nikiyu4net,157,127,31,7,13,1
1,bloomberg message center [entity] why wait apply for your future [entity],75,65,11,6,16,0
1,do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call[entity] now or reply for delivery tomorrow,144,119,26,2,10,0
1,you are being contacted by our dating service by someone you know to find out who it is call from a land line[entity] pobox45w2tg150p,136,113,24,5,14,0
1,wan2 win a meetgreet with westlife 4 u or a m8 they are currently on what tour 1unbreakable 2untamed 3unkempt text 12 or 3 to[entity] cost 50p std text,163,135,29,14,17,0
1,[entity] bank of granite issues strongbuy explosive pick for our members up over 300 nasdaq symbol cdgt that is a 500 per,146,124,23,26,49,0
1,you are a 1000 winner or guaranteed caller prize this is our final attempt to contact you to claim call[entity] now 150ppmpobox[entity]bhamb64xe,149,128,22,7,28,0
1,xmas new years eve tickets are now on sale from the club during the day from 10am till 8pm and on thurs fri sat night this week theyre selling fast,157,126,32,8,8,0
1,rock yr chik get 100s of filthy films [explicit] pics on yr phone now rply filth to[entity] saristar ltd e14 9yt[entity]p per 5 days stop2 cancel,152,127,26,13,25,1
1,from next month get upto 50 more calls 4 ur standard network charge 2 activate call[entity] c wire3net 1st4terms pobox84 m26 3uz cost 150 min mobcudb more,159,133,27,5,22,0
1,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call[entity] from land line claim j89 po box245c2150pm,153,128,26,6,28,0
1,text banneduk to[entity] to see cost 150p textoperator g696ga 18 [explicit],77,67,11,6,15,1
1,auction round 4 the highest bid is now 54 next maximum bid is 71 to bid send bids e g 10 to bid 10 to[entity] good luck,135,109,27,12,15,0
1,collect your valentines weekend to paris inc flight hotel 200 prize guaranteed text paris to no[entity] [entity],123,105,19,11,38,0
1,customer loyalty offerthe new nokia6650 mobile from only 10 at txtauction txt word start to no[entity] get yours now 4tctxt tc 150pmtmsg,147,125,23,10,43,0
1,you wont believe it but its true its incredible txts reply g now to learn truly amazing things that will blow your mind from o2fwd only 18ptxt,149,123,27,7,11,0
1,i am hot n [explicit] and willing i live local to you text a reply to hear strt back from me 150p per msg netcollex ltdhelpdesk[entity] reply stop to end,156,126,31,6,13,1
1,do you want a new nokia 3510i colour phone delivered tomorrow with 200 free minutes to any mobile 100 free text free camcorder reply or call[entity],153,126,28,5,28,0
1,congratulations youve won youre a winner in our august 1000 prize draw call[entity] now prize code 2309,111,95,17,8,24,0
