,Unnamed: 0,label,text,is_eng,len,len_no_spaces,n_words,n_special_chars,n_capital_letters,emails,urls,phones,explicit,entities,w_free,w_click,w_claim,w_offer,w_win,w_prize,w_want,tfidf_features
728,917,1,"['mail', 'quota', '98', 'full', 'attent', 'joseyour', 'email', 'quota', 'reach', '98', 'soon', 'exceed', 'limit', 'follow', 'url', 'upgrad', 'quota', '25gb', 'free', 'avoid', 'loss', 'email', 'data', 'upgrad', 'email', 'quotasourc', 'administr']",True,234,199,39,9,16,0,0,0,,0,1,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
729,935,1,"['dear', 'jose', 'stop', 'process', 'incom', 'email', 'updat', '[entity]', 'note', 'support', 'monkeyorg']",True,108,95,15,5,15,0,0,0,,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
730,941,1,"['load', 'instruct', 'attach', 'printer', 'friendli', 'attach', 'includ', 'emailclick', 'attach', 'open', 'save', 'printer', 'friendli', 'version', 'report', '[entity]']",True,182,155,28,4,9,0,0,0,0.0,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
731,947,1,"['untitl', 'document']",True,17,16,2,0,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
732,948,1,"['thank', 'bank', 'us', 'pleas', 'confirm', 'email', 'address', '[entity]', 'keep', 'account', 'deactiv', 'confirm', 'happi', 'bank']",True,146,124,22,7,11,0,0,0,,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
733,950,1,"['thank', 'bank', 'us', 'pleas', 'confirm', 'emiratesnbd', 'email', 'address', '[entity]', 'keep', 'account', 'deactiv', 'confirm', 'happi', 'bank']",True,157,134,23,7,15,0,0,0,,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
734,951,1,"['dear', '[entity]', 'nb', 'account', 'block', 'send', 'messag', 'due', 'new', 'email', 'account', 'upgradekindli', 'click', 'server', 'link', 'unlock', 'upgrad', 'accountupgrad', 'version', '301', 'mail', 'servic', 'teamfor', '[entity]']",True,241,213,38,12,30,0,0,0,0.0,2,0,1,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
735,973,1,"['thank', 'bank', 'us', 'pleas', 'confirm', 'email', 'address', '[entity]', 'keep', 'emiratesnbd', 'account', 'activ', 'confirm', 'happi', 'bank']",True,139,119,21,7,15,0,0,0,,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
736,991,1,"['email', 'sync', 'failur', 'receiv', 'instruct', 'hour', 'ago', 'termin', 'email', '[entity]', 'account', 'server', 'preview', 'email', 'note', 'system', 'notif', 'isnt', 'email', 'messag', 'cant', 'repli', '2019', 'email', 'admin']",True,245,206,41,11,17,0,0,0,0.0,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
737,994,1,"['netflix', 'account', 'statu', 'chang', 'dear', 'custom', 'weve', 'temporar', 'lock', 'membership', 'keep', 'account', 'safe', 'must', 'reactiv', 'account', 'within', '24', 'hour', 'restor', 'membership', 'restor']",True,219,183,31,6,9,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
738,1000,1,"['admin', 'share', 'import', 'file', 'via', 'sharepoint', 'click', 'view', 'microsoft', 'sharepoint', 'team', 'admin', 'share', 'import', 'file', 'via', 'sharepoint', 'click', 'view', 'microsoft', 'sharepoint', 'team']",True,200,163,30,2,26,0,0,0,,0,0,2,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
739,1003,1,"['userjos', 'email[entity]pend', 'incom', 'email', 'messagew', 'stop', 'process', 'incom', 'email', 'verifi', 'inform', 'deliv', 'email', 'avoid', 'servic', 'interrupt', '[entity]']",True,196,173,24,9,18,0,0,0,0.0,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
740,1007,1,"['wetransf', '[entity]', 'receiv', 'file', 'via', 'wetransf', '3', 'file', '14', 'mb', 'total', 'delet', '05th', 'oct', '2019', 'download', 'doc', 'make', 'sure', 'email', 'arriv', 'pleas', 'add', '[entity]', 'contact']",True,212,176,38,8,24,0,0,0,,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
741,1031,1,"['notif', 'dear', 'jose', 'email', 'account', 'updat', 'recent', 'version', 'deactiv', '24hr', 'updat', 'continu', 'use', 'account', 'updat', '[entity]', 'nowsourc', 'monkeyorg', 'support']",True,216,184,34,7,17,0,0,0,,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
742,1037,1,"['[entity]', 'sent', 'file', '6', 'item', '417', 'mb', 'total', 'delet', '12', 'decemb', '2019', 'get', 'file', 'download', 'link', '[entity]']",True,133,107,25,6,18,0,0,0,,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
743,1041,1,"['file', 'sent', '[entity]', '12', 'file', '89', 'mb', 'total', 'delet', '12th', 'decemb', '2019', 'download', 'file', 'thank', 'use', 'wetransf', 'well', 'email', 'confirm', 'soon', 'file', 'download', 'download', 'link', '[entity]']",True,250,195,41,9,22,0,0,0,,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
744,1042,1,"['id', '[entity]', '[entity]', 'password', 'expir', 'today', 'use', 'button', 'continu', 'password', 'upgrad', 'mailbox', 'quato']",True,131,115,20,5,16,0,0,0,,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
745,1061,1,"['file', 'sent', '[entity]', '1', 'item', '102', 'kb', 'total', '0fb', 'delet', '31st', 'januari', '2020', 'get', 'file', 'recipi', '[entity]', 'download', 'link', '[entity]']",True,166,121,26,8,28,0,0,0,,3,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
746,1087,1,"['notif', 'dear', 'jose', 'last', 'updat', 'warn', 'dont', 'updat', 'account', 'within', '48', 'hour', 'account', 'close', 'updat', 'updat', 'account', '2020', 'email', 'administr', 'support']",True,207,172,32,4,9,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
747,1094,1,"['bqbegin', 'bqbegin', 'bqbegin', 'sender', 'share', 'follow', 'file', '[', '[entity]']",True,90,76,14,7,28,0,0,0,0.0,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
748,1109,1,"['file', 'sent', '[entity]', '1', 'item', '785', 'mb', 'total', 'expir', '7', 'june', '2020', 'thank', 'use', 'wetransf', 'well', 'email', 'confirm', 'soon', 'file', 'download', '[entity]', 'download', 'link', '[entity]']",True,211,175,37,11,28,0,0,0,,3,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
749,1110,1,"['domain', 'secur', 'updat', 'domain', 'monkeyorg', '[entity]', 'strongli', 'advis', 'updat', 'mail', 'today', 'avoid', 'suspend', 'monkeyorg', 'databas', 'click', 'updat', 'freethank', 'monkeyorg']",True,226,193,30,8,14,0,0,0,,1,0,1,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
750,1118,1,"['mail', 'quota', '98', 'full', 'attent', '[entity]', 'email', 'storag', 'limit', 'reach', '95', 'click', 'link', 'upgrad', 'storag', 'limit', '25gb', 'free', 'avoid', 'loss', 'email', 'data', 'upgrad', 'email', 'email', 'administr']",True,220,183,37,10,18,0,0,0,,1,1,1,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
751,1120,1,"['dear', 'ssa', 'client', 'sorri', 'interrupt', 'troubl', 'authoris', 'onlin', 'bankingvisa', 'account', 'result', 'failur', 'may', 'take', 'place', 'onlin', 'transact', 'onlin', 'payment', '[entity]']",True,236,193,34,8,18,0,0,0,,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
752,1122,1,"['mail', 'quota', '98', 'full', 'attent', '[entity]', 'email', 'storag', 'limit', 'reach', '95', 'click', 'link', 'upgrad', 'storag', 'limit', '25gb', 'free', 'avoid', 'loss', 'email', 'data', 'upgrad', 'email', 'email', 'administr']",True,220,183,37,10,18,0,0,0,,1,1,1,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
753,1127,1,"['updat', 'default', 'card', 'membership']",True,59,54,6,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
754,1132,1,"['id', '[entity]', '[entity]', 'password', 'expir', 'today', '723[entity]5805', 'use', 'button', 'continu', 'password', 'click']",True,139,119,21,13,30,0,0,0,,3,0,1,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
755,1137,1,"['repli', 'autom', 'messag', 'password', 'expir', 'dear', 'user', 'joseyour', 'password', 'due', 'expir', '30th', 'jul', '2020', 'pleas', 'kindli', 'use', 'continu', 'password', 'keep', 'password']",True,214,180,36,4,14,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
756,1142,1,"['mail', 'quota', '98', 'full', 'attent', '[entity]', 'email', 'storag', 'limit', 'reach', '95', 'click', 'link', 'upgrad', 'storag', 'limit', '25gb', 'free', 'avoid', 'loss', 'email', 'data', 'upgrad', 'email', 'email', 'administr']",True,215,179,36,10,17,0,0,0,,1,1,1,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
757,1149,1,"['untitl', 'document', 'jose', '[entity]', 'monkeyorg', 'servic', 'admin', 'youd', 'like', 'unsubscrib', 'stop', 'receiv', 'email', 'click']",True,158,133,23,5,9,0,0,0,,1,0,1,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
758,1152,1,"['attent', '[entity]', 'mailbox', 'storag', 'capac', 'reach', '99', 'clickher', 'upgrad', 'storag', 'capac', '45gb', 'free', 'avoid', 'loss', 'email', 'data', 'email', 'administr']",True,177,152,28,7,14,0,0,0,,1,1,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
759,1153,1,"['wetransf', '[entity]', 'receiv', 'file', 'via', 'wetransf', '8', 'file', '155', 'mb', 'total', 'delet', '15th', 'august', '2020', 'download', 'file']",True,145,121,26,3,16,0,0,0,0.0,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
760,1155,1,"['dear', 'jose', 'continu', 'use', 'address', 'confirm', 'ownership', 'confirm', 'ownership', 'monkeyorg', 'setup', 'team']",True,195,166,15,3,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
761,1156,1,"['hi', 'due', 'server', 'error', 'email', '[entity]', 'incom', 'messag', 'delay', 'log', 'portal', 'recov', 'delay', 'messag', 'read', 'delay', 'messag']",True,155,128,26,7,11,0,0,0,0.0,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
762,1158,1,"['upgrad', 'account', 'dear', '[entity]', 'close', 'old', 'version', 'email', '[entity]', 'signin', 'get', 'organ', 'mailbox', 'avoid', 'deactiv', 'upgrad', 'thank', 'youcinar', 'monkeyorg', 'support']",True,224,187,33,10,46,0,0,0,0.0,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
763,1167,1,"['receiv', 'document', 'review', 'review', 'document', '[entity]']",True,65,55,11,3,21,0,0,0,,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
764,1177,1,"['dear', 'userw', 'recent', 'updat', 'onlin', 'bank', 'secur', 'custom', 'safeti', 'alway', 'kindli', 'complet', 'account', 'updat', 'process', 'webpag', 'link', 'below[entity]']",True,172,147,25,4,10,0,0,0,,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
765,1180,1,"['dhl', 'global', 'forward', 'headquart', 'china', 'websit', '[entity]']",True,66,61,9,3,28,0,0,0,,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
766,1187,1,"['dear', 'joseto', 'continu', 'use', 'address', '[entity]', 'pleas', 'confirm', 'ownership', 'continu', 'monkeyorg', 'monkeyorg', '2020']",True,119,103,17,6,9,0,0,0,,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
767,1192,1,"['id', '[entity]', 'caller', 'directori', 'left', 'messag', 'caller', '[entity]', 'date[entity]', 'durat', '010sec', 'listen', 'voic', 'messg', '[entity]']",True,154,129,26,17,33,0,0,0,,4,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
768,1199,1,"['notif', 'hi', '[entity]', '4', 'unreceiv', 'email', '212[entity]4428', 'pm', 'caus', 'due', 'system', 'delay', 'rectifi', 'view', 'pend', 'messag', 'mail', 'saversourc', 'monkeyorg', 'support']",True,202,176,29,16,25,0,0,0,,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
769,1200,1,"['notif', 'hi', '[entity]', '9', 'unreceiv', 'email', '213[entity]0514', 'caus', 'due', 'system', 'delay', 'rectifi', 'view', 'pend', 'messag', 'mail', 'saversourc', 'monkeyorg', 'support']",True,202,176,29,16,25,0,0,0,,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
770,1233,1,"['upgrad', 'account', 'dear', '[entity]', 'close', 'old', 'version', 'email', '[entity]', 'signin', 'get', 'organ', 'mailbox', 'avoid', 'deactiv', 'upgrad', 'thank', 'youcinar', 'webmail', 'support']",True,209,174,33,8,47,0,0,0,,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
771,1235,1,"['dear', 'customerw', 'recent', 'updat', 'onlin', 'bank', 'secur', 'custom', 'safeti', 'alway', 'kindli', 'complet', 'account', 'updat', 'process', 'webpag', 'link', 'below[entity]']",True,175,151,25,4,10,0,0,0,,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
772,1240,1,"['pour', 'voir', 'le', 'messag', 'veuillez', 'utilis', 'un', 'lecteur', 'de', 'mail', 'compat', 'html', 'lien', 'miroir', '[entity]']",True,97,82,16,4,12,0,0,0,0.0,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
773,1241,1,"['mail', 'quota', '98', 'full', 'attent', 'jose', 'email', 'quota', 'reach', '98', 'soon', 'exceed', 'limit', 'follow', 'url', 'upgrad', 'quota', '25gb', 'free', 'avoid', 'loss', 'email', 'data', '[entity]']",True,237,197,37,10,17,0,0,0,,1,1,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
774,1242,1,"['[entity]', 'file', '3', 'item', '36', 'mb', 'total', 'expir', '8', 'august', '2021', 'download', 'download', 'link', '[entity]']",True,110,91,20,7,18,0,0,0,,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
775,1243,1,"['monkeyorg', 'file', 'notif', 'hello', 'jose', 'new', 'file', 'share', 'monkeyorg', 'file', 'portal', '[entity]']",True,134,114,19,7,10,0,0,0,,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
776,1244,1,"['monkeyorg', 'file', 'notif', 'hello', 'jose', 'new', 'file', 'share', 'monkeyorg', 'file', 'portal', '[entity]']",True,134,114,19,7,10,0,0,0,0.0,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
777,1245,1,"['[entity]', 'approv', 'sign', 'request', 'weve', 'sent', 'notif', 'mobil', 'devic', 'pleas', 'open', 'microsoft', 'authent', 'app', 'respond', 'troubl', 'sign', 'anoth', 'way', 'inform']",True,194,163,29,6,14,0,0,0,,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
778,1255,1,"['monkeyorg', 'servic', 'hi', 'jose', '[13]', 'unreceiv', 'email', '920[entity]1652', 'caus', 'harm', 'malwar', 'rectifi', 'releas', 'messag', 'inbox', '2021', 'mail', 'servic', 'right', 'reserv']",True,211,181,30,15,16,0,0,0,0.0,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
779,1258,1,"['monkeyorgid', 'joseth', 'password', '[entity]', 'expir', 'todayus', 'current', 'password', 'continu', '[entity]', 'password']",True,123,108,16,7,16,0,0,0,0.0,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
780,1259,1,"['monkeyorg', 'system', 'notic', 'jose', '99', '100due', 'recent', 'chang', 'mail', 'system', 'may', 'necessari', 'upgrad', 'email', '[entity]', 'space', 'quota', 'nowpleas', 'add', 'space', 'add', 'mailbox', 'space']",True,198,166,35,10,39,0,0,0,,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
781,1263,1,"['hello', 'jose', 'email', 'verif', 'requir', 'continu', 'use', 'email', 'confirm', 'note', 'must', 'verifi', 'account', 'use', '[entity]', 'send', 'mail', 'sincer', 'monkeyorg', 'support', 'team']",True,196,167,30,8,15,0,0,0,0.0,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
782,1269,1,"['hi', 'jose', 'mail', 'box', 'need', 'reverifi', 'avoid', 'shutdown', 'less', '24hr', 'use', 'link', 'continu', 'use', 'servic', 'click', 'continu', 'thank', 'microsft', 'respect', 'privci', 'review', 'nline', 'privci', 'statemen']",True,236,198,39,6,28,0,0,0,,0,0,1,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
783,1270,1,"['file', 'sent', '[entity]', '2', 'item', '1796', 'mb', 'total', 'expir', '4', 'novemb', '2021', 'get', 'file', 'download', 'link', '[entity]']",True,119,99,22,7,19,0,0,0,,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
784,1287,1,"['[entity]', '1215', 'thursday', 'februari', '10', '2022', '[entity]']",True,113,101,12,8,16,0,0,0,,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
785,1289,1,"['hello', 'receiv', 'file', '1', 'item', '3mb', 'total', '0fb', 'expir', '25', 'minut', 'get', 'file', '1', 'item', 'po[entity]pdf', '3', 'mb', 'helloy', 'receiv', 'file', '1', 'item', '3mb', 'total', 'expir', '25', 'minut', 'get', 'file', '1', 'item', 'po[entity]pdf', '3', 'mb']",True,245,185,47,12,36,0,0,0,0.0,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
786,1290,1,"['hello', '[entity]', 'password', '[entity]', 'expir', 'today', '221[entity]1152', 'chang', 'password', 'continu', 'use', 'current', 'password', 'keep', 'password', '2022', 'monkeyorg']",True,197,174,24,14,24,0,0,0,0.0,3,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
787,1294,1,"['hello', 'jose', 'urrent', 'password', '[entity]', 'expir', 'today', '223[entity]0754', 'keep', 'use', 'urrent', 'password', 'check', 'keep', 'password', 'monkeyorg']",True,157,140,21,12,16,0,0,0,,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
788,1297,1,"['recoveri', 'notif', 'hello', '[entity]', 'messag', 'reject', 'due', 'system', 'glitch', 'recov', 'delay', 'messag', 'restor', 'messag', '[entity]']",True,151,131,21,5,19,0,0,0,0.0,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
789,1302,1,"['[entity]', 'given', 'secur', 'access', 'sampl', 'orders[entity]pdf', 'contain', 'fileshar', 'intern', 'folder', 'access', 'folder', 'messag', 'requir', 'sign', 'access', 'folder', 'file']",True,210,180,34,8,15,0,0,0,,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
790,1312,1,"['cdoc', 'contract', 'document', 'sharepoint', 'new', 'contract', 'document', 'share', 'wth', 'monkeyorg', 'sharepont', 'storag', 'messag', 'pleas', 'studi', 'document', 'properli', 'contract', 'meetng', 'presentaton', 'vew', 'monkeyorg', 'document']",True,223,196,29,4,20,0,0,0,0.0,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
791,1315,1,"['mailbox', 'almost', 'full', 'mail', 'quota', '98', 'total', 'hello', '[entity]', 'continu', 'use', 'mailbox', 'address', 'confirm', 'ownershipto', 'avoid', 'lose', 'mailbox', 'click', 'continuethank', 'sourc', 'monkeyorg']",True,210,180,30,12,14,0,0,0,,1,0,1,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
792,1317,1,"['pleas', 'updat', 'detail', 'troubl', 'current', 'bill', 'inform', 'well', 'tri', 'meantim', 'may', 'want', 'updat', 'payment', 'detail', 'updat', 'detail', 'netflix']",True,205,172,33,6,27,0,0,0,,0,0,0,0,0,0,0,1,[0. 0. 0. ... 0. 0. 0.]
793,1322,1,"['monkeyorgpassword', '[entity]', 'due', 'expir', '526[entity]1431', 'amus', 'button', 'keep', 'updat', 'current', 'credenti', 'keep', 'updat', 'right', 'reserv']",True,179,158,24,12,19,0,0,0,,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
794,1325,1,"['pleas', 'updat', 'detail', 'troubl', 'current', 'bill', 'inform', 'well', 'tri', 'meantim', 'may', 'want', 'updat', 'payment', 'detail', 'updat', 'detail', 'netflix']",True,207,174,33,6,29,0,0,0,,0,0,0,0,0,0,0,1,[0. 0. 0. ... 0. 0. 0.]
795,1335,1,"['may', 'involv', 'recent', 'data', 'leak', 'go', 'check', 'score', 'today[entity]']",True,84,69,16,3,13,0,0,0,,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
796,1337,1,"['jose', 'continu', 'use', 'email', 'address', '[entity]', 'pleas', 'confirm', 'ownership', 'verifi', '2020', 'monkey', 'mail', 'team', '76[entity]0446', 'pm', 'report', 'id', 'josegumwpai']",True,170,145,25,18,22,0,0,0,0.0,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
797,1339,1,"['monkeyorg', 'jose', 'password', 'expir', '0', 'day', 'use', 'current', 'password', 'continu', '[entity]ep', 'password', 'power', 'monkeyorg', 'sent', 'mail', 'window']",True,175,152,26,10,16,0,0,0,0.0,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
798,1342,1,"['messsag', 'author', 'access', 'messag', 'length', '53', '423', 'kb', 'voicemail', 'expir', '1', 'day']",True,96,81,16,7,7,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
799,1344,1,"['monkeyorg', 'webmail', 'hello', 'jose', '[entity]', 'password', 'set', 'expir', 'today', 'tuesday', 'juli', '19', '2022', 'click', 'keep', 'password', '[entity]']",True,143,120,22,9,28,0,0,0,,2,0,1,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
800,1345,1,"['attent', '[entity]', 'incom', 'messag', 'queu', 'server', 'due', 'error', 'session', 'need', 'reauthent', 'browser', 'use', 'button', 'fix', 'error', 'fix', 'autent', 'error']",True,240,167,32,6,13,0,0,0,,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
801,1350,1,"['messsag', 'author', 'access', 'messag', 'length', '53', '423', 'kb', 'voicemail', 'expir', '1', 'day']",True,98,82,16,7,7,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
802,1353,1,"['sharepoint', 'onlinescan', 'documentxl', 'size', '16mb', 'new', 'file', 'share', '[entity]', '729[entity]3446', 'pmpleas', 'click', 'bellow', 'view', 'document', 'view', 'onlin', 'rev[entity]', 'monkeyorg', 'cloud', 'servic']",True,216,187,28,21,29,0,0,0,,3,0,1,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
803,1362,1,"['[entity]', '812[entity]3011', 'mailbox', 'return', '4', 'incom', 'mail', 'synchron', 'unsuccess', 'due', 'server', 'error', 'recov', 'messag', 'messag', '[entity]']",True,237,211,25,15,37,0,0,0,,3,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
804,1363,1,"['dear', '[entity]', '11', 'quarantin', 'incom', 'messag', 'quarantin', 'portal', '1108[entity]45pm', 'review', 'choos', 'happen', 'delet', 'server', 'review', 'quarantin', 'messag', '[entity]']",True,243,209,37,14,26,0,0,0,,3,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
805,1369,1,"['dear', 'josefyi', 'pleas', 'see', 'attachedthursday', 'august', '25[entity]58', 'adob', 'onlin', 'viewer', 'sign', 'valid', 'email', 'password', 'view', 'document', 'continu', 'x', 'forgot', 'password']",True,175,154,25,10,21,0,0,0,,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
806,1375,1,"['adob', 'pdf', 'scan', 'documentpdf', 'hi', '[entity]', 'pend', 'payment', 'due', 'invoic', 'share', 'sharepoint', 'portal', 'pleas', 'review', 'due', 'invoic', 'approv', 'paymnet', 'review', 'invoic', '[entity]']",True,199,169,31,11,23,0,0,0,,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
807,1385,1,"['dear', 'jose', 'pleas', 'find', 'pdf', 'kind', 'attent', 'open', 'pdf', 'thank', 'best', 'regard', 'manag', 'human', 'resourc', 'head', 'human', 'resourc', 'human', 'resourc', 'divisionmonkeyorg']",True,186,165,30,6,27,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
808,1390,1,"['account', 'storag', '[entity]', 'password', 'expir', 'prevent', 'deactiv', '[id]', 'click', 'updat', '[entity]']",True,106,93,16,9,21,0,0,0,,2,0,1,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
809,1422,1,"['dear', 'jose', 'notic', 'request', 'cancel', 'linkedin', 'account', 'click', 'continu', 'account', 'free', 'continu', 'use', 'linkedin', 'account', 'sourc', 'linkedincom', '2022']",True,190,166,29,5,14,0,0,0,,0,1,1,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
810,1427,1,"['hi', '[entity]', 'password', '[entity]', 'expir', 'today', 'monday', '7nov', 'keep', 'password', 'hi', '[entity]', 'password', '[entity]', 'expir', 'today', 'monday', '7nov', 'keep', 'password']",True,179,149,26,16,40,0,0,0,,4,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
811,1430,1,"['dear', 'jose', 'would', 'block', 'send', 'receiv', 'email', 'confirm', 'within', '24hr', 'receiv', 'autom', 'mail', 'requir', 'updat', 'link', 'updat', 'thank', 'email', 'account', 'servic']",True,218,184,35,4,13,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
812,1436,1,"['packag', 'readi', 'deliveri', 'confirm', 'ship', 'fee', '50', 'zar', 'click', 'button', 'confirm', 'south', 'african', 'post', 'offic', 'right', 'reserv']",True,164,134,27,3,17,0,0,0,,0,1,1,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
813,1444,1,"['jose', 'password', '[entity]', 'expir', '2', 'day', 'start', 'today', '1118[entity]2644', 'pm', 'use', 'button', 'continu', 'password', 'verifi', '2022', 'monkeyorg', 'mail', 'team', '1118[entity]2644', 'pm', 'report', 'id', 'josea2kdksmd']",True,247,214,35,30,27,0,0,0,,3,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
814,1445,1,"['dlink', 'new', 'purchasecontractpdf', 'document', 'share', 'wth', 'onedr', 'storag', 'messag', 'pleas', 'review', 'contract', 'document', 'sign', 'approv', 'vew', 'document', '[entity]']",True,203,173,31,19,17,0,0,0,,1,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
815,1458,1,"['monkeyorg', 'notif', 'ello', '[entity]', 'password', '[entity]', 'expir', 'today', 'use', 'password', 'monkeyorg']",True,118,107,14,11,18,0,0,0,,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
816,1463,1,"['monkeyorg', 'hi', 'josepassword', '[entity]', 'expir', 'todayus', 'current', 'password', 'continu', '[entity]', 'keep', 'password']",True,141,126,17,6,20,0,0,0,,2,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
